Word,Similarity
시기,0.8709907531738281
대한민국,0.8561038970947266
우선순위,0.840034008026123
접종,0.8163659572601318
국내,0.8097879886627197
나이,0.7980808615684509
횟수,0.777508556842804
방법,0.7740015387535095
이다,0.7731242179870605
국민,0.7688373923301697
효과,0.7660244703292847
대상,0.7370140552520752
개발,0.7325330376625061
순서,0.7300293445587158
아스트라제네카,0.728854775428772
모더나,0.7287957668304443
화이자,0.7282314300537109
임상시험,0.7230582237243652
임신부,0.6983450651168823
부작용,0.6975027322769165
과정,0.6930779218673706
맞다,0.6894688606262207
코로나,0.6720513105392456
전,0.6445307731628418
포함,0.6370583176612854
zero,0.6185728311538696
질병,0.6140620708465576
미만,0.6137708425521851
연구,0.6122933030128479
예약,0.6071628332138062
임상,0.6038903594017029
실험,0.5980372428894043
치료제,0.5811080932617188
시작,0.5801821947097778
잔여,0.5771781802177429
예방,0.5726301670074463
예상,0.5702208280563354
청소년,0.5541470050811768
면역,0.553131103515625
소아,0.5508410334587097
이후,0.5492333173751831
세포,0.5475832223892212
분기,0.5454766154289246
반응,0.5452375411987305
단백질,0.5411727428436279
어렵다,0.5352061986923218
확인,0.5342443585395813
세계,0.5328837633132935
높다,0.5284537076950073
정도,0.527861475944519
아래,0.526980996131897
한국,0.5257800817489624
크다,0.525521993637085
나오다,0.5252074003219604
참고,0.5245825052261353
후,0.524001955986023
걸리다,0.5210226774215698
필요,0.5172361135482788
생기다,0.5126757621765137
따르다,0.5126206278800964
빠르다,0.5114877223968506
통하다,0.5096210241317749
내년,0.5058770179748535
요,0.5040485858917236
만들다,0.5028764009475708
항체,0.5025753974914551
영국,0.5010198354721069
관련,0.4967920780181885
진행,0.49377256631851196
19,0.486694872379303
입,0.47993403673171997
안내,0.4797682464122772
사용,0.4794657826423645
가지다,0.4758836627006531
집단,0.4625680446624756
올해,0.4613610506057739
말,0.4582517147064209
시간,0.4570551812648773
우리나라,0.4569731056690216
변이,0.45123571157455444
문제,0.4494767189025879
바이러스,0.44788432121276855
내용,0.44649502635002136
보이다,0.4441157877445221
미국,0.4365749657154083
그렇다,0.4350043535232544
변종,0.4338855743408203
정보,0.43072521686553955
몸,0.4284703731536865
알다,0.4279882609844208
대하다,0.42773696780204773
그러다,0.42653509974479675
신청,0.4240510165691376
들다,0.41894015669822693
위하다,0.4179387390613556
종사자,0.4145759046077728
종식,0.4133536219596863
안,0.4125458002090454
이번,0.41155511140823364
나라,0.41031134128570557
증상,0.4098089337348938
많다,0.40967822074890137
경우,0.408235102891922
니다,0.4080553650856018
세균,0.4055788516998291
같다,0.40324991941452026
감염,0.4027314782142639
사람,0.39935702085494995
시설,0.39929014444351196
n,0.3919011354446411
기관,0.38602519035339355
중국,0.38274240493774414
https,0.38225048780441284
들어오다,0.37686073780059814
좋다,0.3749071955680847
드리다,0.37112876772880554
http,0.371059775352478
지금,0.36297982931137085
재난,0.358370304107666
어떻다,0.35784411430358887
보다,0.3576946556568146
생각,0.3572104573249817
이상,0.3553219437599182
쉽다,0.35131096839904785
상황,0.3512241840362549
국가,0.35098904371261597
확진,0.34778136014938354
힘들다,0.342133104801178
지원금,0.34029853343963623
쓰다,0.3316342830657959
가다,0.3293844163417816
모르다,0.3278414011001587
일,0.3145919442176819
도움,0.3138503432273865
의료,0.3096991777420044
바라다,0.29058754444122314
치료,0.28952670097351074
일본,0.2889019548892975
마스크,0.2866584062576294
v,0.285639226436615
겁,0.27991580963134766
받다,0.27816227078437805
답변,0.27547958493232727
발생,0.2701815366744995
환자,0.26888585090637207
끝나다,0.2599526345729828
확산,0.25897133350372314
지원,0.25431373715400696
정부,0.24666857719421387
때,0.24630236625671387
단계,0.23279863595962524
검사,0.22126251459121704
방역,0.19285616278648376
거리,0.16701991856098175
사회,0.1520807147026062
두기,0.14719277620315552
